,zipcode,drug_change_area,larceny_change_area,robbery_change_area,streets_sidewalks311_before,streets_sidewalks311_after,home311_before,home311_after,noise311_before,noise311_after,transportation311_before,transportation311_after,public_health_safety311_before,public_health_safety311_after,vehicles_parking311_before,vehicles_parking311_after,master_card_before,master_card_after,drugs_before,drugs_after,petit_larceny_before,petit_larceny_after,robbery_before,robbery_after,private_vehicles_before,private_vehicles_after,subway_before,subway_after,yellow_taxi_before,yellow_taxi_after,drug_change_abs,drug_change_rate,petit_larceny_change_abs,petit_larceny_change_rate,robbery_change_abs,robbery_change_rate,SS_change_rate,H_change_rate,N_change_rate,T_change_rate,PHS_change_rate,VP_change_rate,SS_change_pop,H_change_pop,N_change_pop,T_change_pop,PHS_change_pop,VP_change_pop,SS_change_area,H_change_area,N_change_area,T_change_area,PHS_change_area,VP_change_area,MasterCard_growth_rank,subway_change_abs,subway_change_rate,yellowTaxi_change_abs,yellowTaxi_change_rate,privateVehicle_change_abs,privateVehicle_change_rate,population,area,pv_change_area,sub_change_area,yel_change_area,pv_change_pop,sub_change_pop,yel_change_pop,taxi_before,taxi_after,taxi_2015,fhv_before,fhv_after,taxi_change_abs,taxi_change_rate,taxi_change_pop,taxi_change_area,taxi_change_abs_15,fhv_change_abs,fhv_change_rate,fhv_change_pop,fhv_change_area,fhv_taxi_change_abs,fhv_taxi_change_rate,drug_change_area,larceny_change_area,robbery_change_area,drug_change_pop,larceny_change_pop,robbery_change_pop,average_rent_2013,average_rent_2017,taxi_change_rate_15,renovation_index,renovation_index_with_rent,business_renewal,rent_increase,count_new_buildings,count_major_renovation,Total_building_permits,Urban_landscape_renewal,new_building_area,new_building_pop,new_building_tbp,major_renovation_area,major_renovation_pop,major_renovation_tbp,log_fhv_taxi_change
166,11417,3.22E-08,2.09E-06,-9.00E-07,234.67,305.33,79.5,84.62,160.33,385.67,295.5,656,127,160,81,230,436.33,829,18,19,185,250,96,68,1969.403019,1399432.219,9290996,8972922,1737.218064,1460.442425,1,0.055555556,65,0.351351351,-28,-0.291666667,0.301103678,0.064402516,1.405476205,1.219966159,0.25984252,1.839506173,2.473916392,0.179259156,7.889503536,12.62166515,1.155381276,5.216721518,2.272092417,0.164635058,7.245871855,11.59198014,1.061124395,4.791137421,551.89,-318074,-0.03423465,-276.7756393,-0.159321184,1397462.816,709.5870184,28562,31099087.11,0.044935815,-0.01022776,-8.90E-06,48.92734458,-11.13626497,-0.009690345,2566.876279,2914.004407,137372.4703,143044,564033,347.1281278,0.135233681,0.012153495,1.12E-05,-134458.4659,420989,2.94307346,14.73947903,0.013537021,-3.130996604,3.921861026,3.22E-08,2.09E-06,-9.00E-07,3.50E-05,0.002275751,-0.000980324,1738.75,2178.416667,-0.978787566,26.96548875,33.78408058,0.440944882,1.252863647,446,174,1818,8.31E-05,1.43E-05,0.015615153,0.245324532,5.60E-06,0.00609201,0.095709571,5.225128263
167,11418,-2.50E-07,-1.41E-06,-1.34E-06,226.33,367,104.75,122.38,246.67,503.67,343.5,779,88,169.5,58.5,171.5,576.83,808,14,6,290,245,80,37,3840.325165,2079422.846,3870979,3339389,2800.652536,2906.639652,-8,-0.571428571,-45,-0.155172414,-43,-0.5375,0.62152609,0.168305489,1.041877812,1.26783115,0.926136364,1.931623932,3.842707679,0.481601879,7.020515202,11.89663179,2.226350152,3.086841315,4.392487898,0.550505166,8.024947677,13.59869538,2.544876403,3.52847894,504.24,-531590,-0.137327017,105.9871163,0.037843722,2075582.521,540.4705152,36607,32025130.92,0.064811055,-0.016599152,3.31E-06,56.69906085,-14.5215396,0.002895269,5265.493837,3436.218966,2547.758207,511412,1395996,-1829.274871,-0.347408036,-0.049970631,-5.71E-05,888.4607595,884584,1.729689565,24.16434015,0.027621558,995.636544,1.380967007,-2.50E-07,-1.41E-06,-1.34E-06,-0.000218537,-0.001229273,-0.001174639,1746.5,2174.833333,0.348722558,17.82767109,22.19995038,0.530434783,1.24525241,107,285,2061,3.82E-05,3.34E-06,0.002922938,0.051916545,8.90E-06,0.007785396,0.138282387,0.705029999
168,11419,3.20E-08,-6.71E-07,-2.05E-06,170.67,330.33,283.75,223.25,390.67,720,634,1411,94.5,113.5,98,239,640.5,752.08,14,15,247,226,155,91,3437.531797,2271274.449,3951594,3904323,2824.821501,2686.148768,1,0.071428571,-21,-0.085020243,-64,-0.412903226,0.935489541,-0.213215859,0.842987688,1.22555205,0.201058201,1.43877551,3.393122795,-1.28575679,6.998979895,16.51294258,0.403791389,2.996557147,5.104406289,-1.934213832,10.52883705,24.84106029,0.607439055,4.507837196,666.74,-47271,-0.011962514,-138.6727324,-0.049090795,2267836.918,659.7282734,47054,31278858.1,0.072503827,-0.001511276,-4.43E-06,48.19647464,-1.004611723,-0.002947098,15749.62873,21201.84584,5014.797616,870376,2058221,5452.217114,0.346180676,0.115871491,0.00017431,16187.04823,1187845,1.364749258,25.24429379,0.037975971,73.38243412,-1.86310747,3.20E-08,-6.71E-07,-2.05E-06,2.13E-05,-0.000446296,-0.001360139,1741.166667,2183.166667,3.227856728,19.65576797,24.64543933,0.495037221,1.253852781,129,338,2103,4.52E-05,4.12E-06,0.002741531,0.061340942,1.08E-05,0.007183236,0.160722777,-0.581023187
169,11420,-1.62E-08,-5.17E-07,-4.52E-07,289.67,503.33,125.62,149.38,321.67,717,378.5,913.5,146.5,172.5,143.5,411.5,595.08,300.42,23,22,308,276,96,68,6987.222554,869730.1751,942127,966058,5561.219958,29950.21812,-1,-0.043478261,-32,-0.103896104,-28,-0.291666667,0.737597956,0.189141856,1.228992446,1.41347424,0.177474403,1.867595819,4.797251785,0.533477031,8.876240514,12.01221429,0.583771162,6.017333513,3.452835978,0.38397165,6.388700025,8.645826305,0.420170998,4.330993364,418.44,23931,0.025401034,24388.99816,4.385548198,862742.9526,123.4743771,44538,61879568.37,0.013942291,0.000386735,0.000394137,19.3709406,0.537316449,0.547599761,8055.654077,6649.449315,15384.16202,1086765,2264625,-1406.204763,-0.174561215,-0.031573146,-2.27E-05,-8734.712706,1177860,1.083822169,26.44618079,0.019034716,-134.8481673,1.651595227,-1.62E-08,-5.17E-07,-4.52E-07,-2.25E-05,-0.000718488,-0.000628677,1733.416667,2193.833333,-0.567773057,24.88099165,31.48968733,0.432024169,1.26561223,546,655,2651,7.07E-05,8.82E-06,0.012259194,0.205960015,1.06E-05,0.014706543,0.247076575,1.573008287
170,11421,-9.05E-07,-9.05E-07,-2.26E-06,252,271.67,83.5,93.75,363,617.33,395.5,1025.5,111,116,84,351,579.25,668,28,6,234,212,92,37,2388.825459,1229906.779,5167230,5309050,2091.499726,912.9313545,-22,-0.785714286,-22,-0.094017094,-55,-0.597826087,0.078055556,0.122754491,0.700633609,1.592920354,0.045045045,3.178571429,0.504177987,0.262726201,6.518941918,16.14804942,0.128159122,6.843697134,0.808984232,0.421560162,10.46003863,25.91052701,0.205639103,10.98112811,558.76,141820,0.02744604,-1178.568371,-0.563503957,1227517.954,513.8583689,39014,24314441.76,0.050485138,0.005832748,-4.85E-05,31.46352474,3.635105347,-0.030208858,17609.08948,36011.17514,8051.641995,228518,833719,18402.08567,1.045033344,0.47167903,0.000756838,27959.53315,605201,2.648373432,15.5124058,0.024890598,21.64560462,-0.824152193,-9.05E-07,-9.05E-07,-2.26E-06,-0.0005639,-0.0005639,-0.00140975,1742.25,2181.666667,3.472525625,22.13833964,27.72189849,0.656862745,1.252212178,101,131,1396,4.10E-05,4.15E-06,0.002588814,0.07234957,5.39E-06,0.003357769,0.093839542,-0.203671833
171,11422,1.33E-07,4.82E-07,-3.83E-07,215,303,46.25,56.38,98,161,115.5,219,120.5,137,74.5,160,752.25,739.25,3,11,95,124,55,32,676.557155,2543916.215,,,644.3092447,921.6023443,8,2.666666667,29,0.305263158,-23,-0.418181818,0.409302326,0.219027027,0.642857143,0.896103896,0.136929461,1.147651007,2.919804904,0.33610936,2.090314874,3.434088722,0.547463419,2.836855901,1.463723188,0.168494499,1.047892737,1.721538067,0.274448098,1.422140142,468.67,,,277.2930997,0.430372685,2543239.658,3759.090624,30139,60120657.21,0.04230226,,4.61E-06,84.38367755,,0.009200474,6794.600974,3280.779495,14648.95547,420953,1226626,-3513.821479,-0.517149056,-0.116587195,-5.84E-05,-11368.17598,805673,1.913926258,26.73190882,0.013400935,-70.87091207,2.689966297,1.33E-07,4.82E-07,-3.83E-07,0.000265437,0.000962208,-0.000763131,1732.583333,2192.25,-0.776040039,22.10258978,27.96656386,0.429824561,1.265307104,112,447,1402,5.66E-05,1.86E-06,0.003716115,0.079885877,7.44E-06,0.014831282,0.318830243,2.56578939
172,11423,-6.65E-08,1.55E-07,-5.99E-07,236.67,226,81.12,68.62,175,293.67,191,363.5,91,117,45,122.5,526.33,512.58,13,10,116,123,75,48,916.3582668,439006.6312,,,741.5745927,1908.856469,-3,-0.230769231,7,0.060344828,-27,-0.36,-0.045083872,-0.154092702,0.678114286,0.903141361,0.285714286,1.722222222,-0.352808914,-0.413318785,3.923883213,5.703799226,0.859703072,2.562576464,-0.236611429,-0.277192396,2.631553732,3.825255066,0.576560184,1.718592856,486.28,,,1167.281876,1.574058615,438090.273,478.077504,30243,45095032.1,0.009714823,,2.59E-05,14.48567513,,0.038596762,1061.175796,1486.214816,7706.862432,1115355,2542430,425.0390192,0.400535916,0.014054129,9.43E-06,-6220.647617,1427075,1.279480524,47.18695235,0.031645947,-229.409394,2.08663748,-6.65E-08,1.55E-07,-5.99E-07,-9.92E-05,0.000231459,-0.000892769,1785.5,2274.25,-0.807156955,22.77913421,29.01453149,0.408450704,1.273732848,311,356,1781,6.88E-05,6.90E-06,0.010283371,0.174620999,7.89E-06,0.011771319,0.199887704,2.469826238
173,11426,-2.02E-08,3.63E-07,-2.62E-07,151.33,197.33,25.5,30.88,40.67,99.67,72,112,142,128,31,92.5,329.25,657.08,2,1,52,70,21,8,1291.08654,1505980.58,,,1234.975176,681.911412,-1,-0.5,18,0.346153846,-13,-0.619047619,0.303971453,0.210980392,1.450700762,0.555555556,-0.098591549,1.983870968,2.294264339,0.268329177,2.942643392,1.995012469,-0.698254364,3.067331671,0.927248047,0.108447706,1.189296408,0.806302649,-0.282205927,1.239690324,375.54,,,-553.0637641,-0.447833912,1504689.493,1165.444334,20050,49609163.54,0.030330878,,-1.11E-05,75.04685753,,-0.027584228,2316.616545,24445.63125,1332.421624,189187,414561,22129.0147,9.552299344,1.103691506,0.000446067,23113.20963,225374,1.191276356,11.2405985,0.004542991,9.750874225,-16.15549227,-2.02E-08,3.63E-07,-2.62E-07,-4.99E-05,0.000897756,-0.000648379,1895.833333,2324.583333,17.34676863,23.64162086,28.98826435,0.378600823,1.226153846,193,399,1346,7.26E-05,3.89E-06,0.009625935,0.143387816,8.04E-06,0.019900249,0.296433878,-2.124969277
174,11427,-5.07E-08,-6.59E-07,-2.03E-07,212.33,256,50.25,45.75,84.33,191.67,78.5,192.5,98.5,110,29.5,75,515,346.92,9,7,87,61,36,28,863.9163032,1723822.055,,,791.6809841,460.1818158,-2,-0.222222222,-26,-0.298850575,-8,-0.222222222,0.205670419,-0.089552239,1.272856635,1.452229299,0.116751269,1.542372881,1.990247015,-0.205086136,4.891987968,5.19551545,0.524109015,2.07364871,1.107370361,-0.114109609,2.72189454,2.890776761,0.291613445,1.153774935,368.17,,,-331.4991683,-0.418728219,1722958.139,1994.357709,21942,39435767.42,0.04369024,,-8.41E-06,78.523295,,-0.015107974,1706.585266,1348.579974,4075.474,689015,1504632,-358.0052927,-0.209778732,-0.016315983,-9.08E-06,-2726.894027,815617,1.18374346,37.17149758,0.020682164,-299.1010989,1.852842079,-5.07E-08,-6.59E-07,-2.03E-07,-9.11E-05,-0.001184942,-0.000364598,1857.416667,2275.75,-0.669098619,17.20483037,21.07975739,0.382352941,1.225223204,75,272,1228,4.99E-05,1.90E-06,0.003418102,0.061074919,6.90E-06,0.012396318,0.221498371,1.886975479
175,11428,2.28E-07,4.56E-08,-4.56E-08,190,198.33,46.88,44.62,98.33,156,73.5,194,72.5,98.5,23,85.5,712.17,807.92,1,6,65,66,16,15,284.9366269,1241114.481,,,248.1740092,246.5038529,5,5,1,0.015384615,-1,-0.0625,0.043842105,-0.048208191,0.586494457,1.639455782,0.35862069,2.717391304,0.442661282,-0.120097779,3.064618982,6.403443512,1.381655861,3.321288128,0.37988748,-0.103066711,2.630025327,5.495371109,1.185723227,2.850296219,549.19,,,-1.670156295,-0.006729779,1240829.544,4354.756206,18818,21927545.49,0.056587708,,-7.62E-08,65.93843896,,-8.88E-05,1743.367941,1408.055288,1545.746344,795132,1722414,-335.3126531,-0.192336136,-0.017818719,-1.53E-05,-137.6910556,927282,1.16619882,49.27633117,0.042288454,-6734.51152,1.255276213,2.28E-07,4.56E-08,-4.56E-08,0.000265703,5.31E-05,-5.31E-05,1832,2284.583333,-0.089077394,31.63332362,39.44812441,0.533039648,1.247043304,157,107,950,7.70E-05,7.16E-06,0.008343076,0.165263158,4.88E-06,0.005686045,0.112631579,0.866271276
176,11429,-2.53E-08,1.52E-06,-3.03E-07,159.33,176.33,54,44,89.67,149.67,105,208.5,105.5,132,56,158.5,649.33,269,7,6,98,158,49,37,376.3766543,1434057.473,,,352.5132006,428.5946386,-1,-0.142857143,60,0.612244898,-12,-0.244897959,0.106696793,-0.185185185,0.669120107,0.985714286,0.251184834,1.830357143,0.676859373,-0.398152572,2.388915432,4.120879121,1.055104316,4.081063864,0.429733533,-0.252784431,1.516706588,2.616318864,0.669878743,2.591040421,490.33,,,76.08143799,0.215825784,1433681.097,3809.165846,25116,39559398.28,0.036241226,,1.92E-06,57.08238162,,0.003029202,997.3077195,1003.481041,1755.847505,454545,1240111,6.173321811,0.006189987,0.000245792,1.56E-07,-752.3664638,785566,1.728246928,31.27751234,0.019857885,-1044.126816,2.156738845,-2.53E-08,1.52E-06,-3.03E-07,-3.98E-05,0.002388915,-0.000477783,1771.583333,2238.666667,-0.428491917,31.50457561,39.81085278,0.5907173,1.263653041,155,216,1106,6.45E-05,3.92E-06,0.006171365,0.140144665,5.46E-06,0.008600096,0.195298373,1.563135905
177,11432,-4.49E-07,-2.91E-06,-8.47E-07,318.67,454.33,168.25,154.25,339.33,532,369.5,681,180.5,217.5,38.5,63,484.58,733.67,65,38,720,545,238,187,7933.845004,408236.017,24021664,22413702,6282.751994,6650.029819,-27,-0.415384615,-175,-0.243055556,-51,-0.214285714,0.425706844,-0.08320951,0.567795361,0.843031123,0.20498615,0.636363636,2.185420862,-0.225533629,3.103826017,5.018123238,0.596053161,0.39468385,2.254328104,-0.232644799,3.201690961,5.176346782,0.614846969,0.407128399,593.44,-1607962,-0.066937994,367.2778252,0.058458113,400302.172,50.45500281,62075,60177575.64,0.006652016,-0.026720285,6.10E-06,6.448685815,-25.90353605,0.005916679,1317.008624,1713.473474,1318.121413,580123,1432344,396.4648507,0.301034362,0.006386868,6.59E-06,395.3520617,852221,1.469035015,13.72889247,0.01416177,2155.600243,1.169099017,-4.49E-07,-2.91E-06,-8.47E-07,-0.000434958,-0.00281917,-0.000821587,1790.083333,2243.166667,0.299935998,25.68947559,32.1916719,0.649222065,1.253107397,714,830,5030,4.87E-05,1.19E-05,0.011502215,0.14194831,1.38E-05,0.013370922,0.16500994,0.641512361
178,11433,-6.49E-07,-1.59E-06,-1.05E-06,167,255,124.5,120.88,190.33,435.33,253.5,547.5,137.5,205.5,63.5,227.5,147.58,846.83,96,65,388,312,156,106,855.2867464,379766.61,25717976,23098460,636.6459142,9025.881024,-31,-0.322916667,-76,-0.195876289,-50,-0.320512821,0.526946108,-0.029076305,1.287237955,1.159763314,0.494545455,2.582677165,2.612904184,-0.107485377,7.274562784,8.729475341,2.019062324,4.869503251,1.843339881,-0.0758283,5.132025805,6.158430966,1.424398999,3.435315233,545.74,-2619516,-0.101855449,8389.23511,13.17723859,378911.3233,443.0225593,33679,47739432.6,0.007937072,-0.054871117,0.00017573,11.25067025,-77.77891268,0.249093949,29951.53509,47598.01699,1968.298798,148858,360638,17646.4819,0.589167862,0.523960982,0.000369642,45629.71819,211780,1.422698142,6.288191455,0.004436165,4.641273459,-21.75961455,-6.49E-07,-1.59E-06,-1.05E-06,-0.000920455,-0.002256599,-0.001484605,1730.833333,2177.416667,23.18231269,26.0930699,32.82550908,0.475783476,1.25801637,483,265,1974,7.25E-05,1.01E-05,0.014341281,0.244680851,5.55E-06,0.007868405,0.134245187,-2.300739632
179,11434,1.03E-07,8.93E-07,-5.95E-07,383.33,467.33,136.88,114.25,242,415.33,298.5,627.5,192,205.5,115,360.5,816.25,794.83,49,58,439,517,158,106,3290.06329,720607.1864,,,3151.397275,15574.95575,9,0.183673469,78,0.177676538,-52,-0.329113924,0.21913234,-0.165327294,0.716239669,1.102177554,0.0703125,2.134782609,1.448550587,-0.390246426,2.989015158,5.6734898,0.232802773,4.233561538,0.961321634,-0.258984626,1.983641415,3.765176401,0.15449812,2.809576919,640.94,,,12423.55847,3.942238121,717317.1231,218.0253265,57989,87379704.16,0.008209196,,0.000142179,12.36988262,,0.214239916,7384.422741,50590.61004,36856.5751,39795,329176,43206.1873,5.850990499,0.745075571,0.000494465,13734.03494,289381,7.271792939,4.990274017,0.003311764,21.07035561,6.899158344,1.03E-07,8.93E-07,-5.95E-07,0.000155202,0.001345083,-0.000896722,1716.916667,2178.916667,0.372634595,22.77273908,28.90058771,0.546153846,1.269087026,523,734,3225,5.04E-05,5.99E-06,0.009018952,0.162170543,8.40E-06,0.012657573,0.227596899,1.796119331
180,11435,-7.12E-07,-7.84E-07,-9.26E-07,205.67,354.67,137.12,129.5,346.33,545.33,403.5,882,122.5,180.5,89,169.5,660.58,396.5,60,30,352,319,165,126,38746.18114,1010122.582,11996821,11768935,34279.84556,9533.133927,-30,-0.5,-33,-0.09375,-39,-0.236363636,0.724461516,-0.055571762,0.574596483,1.185873606,0.473469388,0.904494382,2.79005318,-0.142685941,3.726312636,8.960002996,1.086060969,1.507377725,3.538696548,-0.180972266,4.726178611,11.36420334,1.377479193,1.911846122,537.69,-227886,-0.018995532,-24746.71163,-0.721902658,971376.4012,25.0702488,53404,42105899.16,0.023069841,-0.005412211,-0.000587726,18.18920682,-4.267208449,-0.463386855,5165.643506,18704.18638,12361.65967,187347,701903,13538.54287,2.620882153,0.253511776,0.000321536,6342.526701,514556,2.746539843,9.635158415,0.01222052,81.12792018,2.233459329,-7.12E-07,-7.84E-07,-9.26E-07,-0.000561756,-0.000617931,-0.000730282,1736.583333,2137.083333,0.513080514,23.57350146,29.01014659,0.534918276,1.23062527,624,366,3462,5.80E-05,1.48E-05,0.011684518,0.180242634,8.69E-06,0.006853419,0.105719237,0.906685057
181,11436,-3.08E-07,-7.93E-07,-1.50E-06,104.67,154.67,52.62,46.12,133.33,189.33,102,297,58,90,54,170,784.67,455.42,14,7,98,80,56,22,27161.20684,92768.61666,,,27085.74673,13228.83365,-7,-0.5,-18,-0.183673469,-34,-0.607142857,0.477691793,-0.123527176,0.4200105,1.911764706,0.551724138,2.148148148,2.676516246,-0.347947112,2.997698196,10.43841336,1.712970398,6.209517692,2.202711537,-0.2863525,2.467036922,8.590574996,1.409735384,5.110290767,524.69,,,-13856.91308,-0.511594279,65607.40982,2.415482133,18681,22699295.46,0.002890284,,-0.000610456,3.511985965,,-0.74176506,148204.996,56739.58236,6612.399566,213376,953383,-91465.41369,-0.617154726,-4.896173315,-0.004029438,50127.18279,740007,3.468089195,39.61281516,0.032600439,14.76258905,-4.112696312,-3.08E-07,-7.93E-07,-1.50E-06,-0.000374712,-0.000963546,-0.001820031,1718.333333,2172.75,7.580785507,53.62255359,67.80314451,0.603448276,1.264451988,223,288,1207,0.000108249,9.82E-06,0.011937262,0.184755592,1.27E-05,0.015416734,0.238608119,-0.652564616
182,11691,-2.38E-07,-5.12E-07,-1.55E-07,301.33,437.33,165.88,142.38,270.67,661,157.5,355,98,101.5,36.5,88.5,638.42,648.25,63,43,511,468,125,112,207.6310484,447802.4209,1345802,2628098,199.2465917,247.1232093,-20,-0.317460317,-43,-0.084148728,-13,-0.104,0.451332426,-0.141668676,1.442088152,1.253968254,0.035714286,1.424657534,2.256624687,-0.389931472,6.476678779,3.277083644,0.0580749,0.862827086,1.620440134,-0.280002523,4.650782336,2.353212695,0.041702503,0.619580051,536.46,1282296,0.952811781,47.8766176,0.240288264,447594.7898,2155.72186,60267,83927815.11,0.005333092,0.015278558,5.70E-07,7.42686362,21.27691772,0.000794409,23946.53335,14378.61666,192594.1345,48452,78390,-9567.916697,-0.399553311,-0.158758802,-0.000114002,-178215.5179,29938,0.61788987,0.496756102,0.000356711,-0.167987616,1.543232266,-2.38E-07,-5.12E-07,-1.55E-07,-0.000331857,-0.000713492,-0.000215707,1703.166667,2126.333333,-0.925342396,18.05523246,22.541213,0.522556391,1.248458753,796,454,3949,4.56E-05,9.48E-06,0.013207892,0.201570018,5.41E-06,0.007533144,0.114965814,3.075965647
183,11692,7.50E-07,6.17E-06,4.17E-07,138.33,151.67,45.62,28.75,66.67,176,69,72,35.5,16.5,9,28.5,574.67,778.83,18,36,74,222,25,35,44.85648003,190008.6971,783898,1551543,44.21152182,75.56148253,18,1,148,2,10,0.4,0.096436059,-0.36979395,1.639868007,0.043478261,-0.535211268,2.166666667,0.74037074,-0.936285936,6.067821068,0.166500167,-1.054501055,1.082251082,0.55600951,-0.703139463,4.556860549,0.12503962,-0.791917593,0.81275753,624.46,767645,0.979266435,31.34996071,0.709090287,189963.8406,4234.925265,18018,23992395.38,0.007917669,0.031995346,1.31E-06,10.54300369,42.6043401,0.001739925,414.6519951,605.4208503,25338.93602,71548,447197,190.7688552,0.460069787,0.010587682,7.95E-06,-24733.51517,375649,5.250307486,20.84854035,0.015657003,-15.1878533,6.226414579,7.50E-07,6.17E-06,4.17E-07,0.000999001,0.008214008,0.000555001,1697.25,2123.833333,-0.976107093,31.702622,39.67069399,0.349514563,1.251337949,1154,126,2881,0.000131593,4.81E-05,0.064047064,0.400555363,5.25E-06,0.006993007,0.043734814,5.566804289
184,11693,4.73E-07,1.74E-06,-2.15E-08,146,133.33,32.38,26.75,113,205,61,79.5,22,35,6.5,31.5,498.67,888.58,31,53,72,153,23,22,182.9280674,1825769.751,345179,700412,173.8986525,157.3165292,22,0.709677419,81,1.125,-1,-0.043478261,-0.086780822,-0.173872761,0.814159292,0.303278689,0.590909091,3.846153846,-1.146398842,-0.509410062,8.324285197,1.673905176,1.176257691,2.262034021,-0.19868975,-0.088289131,1.442735356,0.290115262,0.203864779,0.392047651,762.91,355233,1.029126917,-16.58212328,-0.095355099,1825586.823,9979.807087,11052,46471727.17,0.039283817,0.007644067,-3.57E-07,165.1815801,32.14196526,-0.001500373,231.960285,243.6970559,1830.073335,44014,189765,11.7367709,0.050598191,0.001061959,2.53E-07,-1586.376279,145751,3.311469078,13.18774882,0.003136337,-91.87668899,4.178306624,4.73E-07,1.74E-06,-2.15E-08,0.00199059,0.00732899,-9.05E-05,1722.833333,2131.666667,-0.866837546,19.03345171,23.55014485,0.481818182,1.237302893,355,287,2384,5.04E-05,7.64E-06,0.032120883,0.148909396,6.18E-06,0.025968151,0.120385906,3.477464138
188,11694,1.66E-07,6.86E-07,-1.46E-07,300.67,228,60.5,42.12,80.67,192,97,113.5,113.5,57,9.5,19.5,519.17,388.08,14,22,120,153,19,12,126.08066,185540.7249,231965,345680,113.1814959,106.5293032,8,0.571428571,33,0.275,-7,-0.368421053,-0.241693551,-0.303801653,1.380066939,0.170103093,-0.497797357,1.052631579,-3.60412637,-0.911570699,5.521499777,0.818330606,-2.802162377,0.495957943,-1.510760349,-0.382107819,2.314475707,0.343023886,-1.174596941,0.207893264,522.91,113715,0.490224818,-6.652192616,-0.05877456,185414.6442,1470.603376,20163,48101606.61,0.003854646,0.002364058,-1.38E-07,9.195786552,5.639785746,-0.000329921,324.6495274,241.7514241,551.7431763,830268,1825528,-82.89810326,-0.255346447,-0.004111397,-1.72E-06,-309.9917522,995260,1.198721377,49.36071021,0.020690785,-3210.60155,1.76056204,1.66E-07,6.86E-07,-1.46E-07,0.000396766,0.001636661,-0.000347171,1768.083333,2198.666667,-0.561840663,22.78099252,28.32887338,0.444933921,1.243531131,597,349,2664,6.74E-05,1.24E-05,0.029608689,0.224099099,7.26E-06,0.017308932,0.131006006,1.613048651
189,11697,0,-1.00E-07,0,8,7.67,2.38,2,0.33,5,4,4,0.5,2,0.5,0.5,405.27,577.67,1,1,9,3,1,1,56.70169043,65590.94268,,,55.41177401,22.91618733,0,0,-6,-0.666666667,0,0,-0.04125,-0.159663866,14.15151515,0,3,0,-0.080902182,-0.093160088,1.144888453,0,0.36773719,0,-0.00551934,-0.006355603,0.07810702,0,0.025087908,0,634.75,,,-32.49558669,-0.586438302,65534.24099,1155.772262,4079,59789760.62,0.001096078,,-5.43E-07,16.06625178,,-0.007966557,315.077221,213.724909,551.7431763,46227,185327,-101.352312,-0.321674514,-0.024847343,-1.70E-06,-338.0182673,139100,3.009063967,34.10149546,0.002326485,-411.516221,3.621700936,0,-1.00E-07,0,0,-0.001470949,0,1803.083333,2195.166667,-0.612636969,30.22076984,36.79232422,0.37037037,1.217451588,2706,272,4720,0.000118668,4.53E-05,0.663397892,0.573305085,4.55E-06,0.066683011,0.057627119,2.336950751
