,zipcode,drug_change_area,larceny_change_area,robbery_change_area,streets_sidewalks311_before,streets_sidewalks311_after,home311_before,home311_after,noise311_before,noise311_after,transportation311_before,transportation311_after,public_health_safety311_before,public_health_safety311_after,vehicles_parking311_before,vehicles_parking311_after,master_card_before,master_card_after,drugs_before,drugs_after,petit_larceny_before,petit_larceny_after,robbery_before,robbery_after,private_vehicles_before,private_vehicles_after,subway_before,subway_after,yellow_taxi_before,yellow_taxi_after,drug_change_abs,drug_change_rate,petit_larceny_change_abs,petit_larceny_change_rate,robbery_change_abs,robbery_change_rate,SS_change_rate,H_change_rate,N_change_rate,T_change_rate,PHS_change_rate,VP_change_rate,SS_change_pop,H_change_pop,N_change_pop,T_change_pop,PHS_change_pop,VP_change_pop,SS_change_area,H_change_area,N_change_area,T_change_area,PHS_change_area,VP_change_area,MasterCard_growth_rank,subway_change_abs,subway_change_rate,yellowTaxi_change_abs,yellowTaxi_change_rate,privateVehicle_change_abs,privateVehicle_change_rate,population,area,pv_change_area,sub_change_area,yel_change_area,pv_change_pop,sub_change_pop,yel_change_pop,taxi_before,taxi_after,taxi_2015,fhv_before,fhv_after,taxi_change_abs,taxi_change_rate,taxi_change_pop,taxi_change_area,taxi_change_abs_15,fhv_change_abs,fhv_change_rate,fhv_change_pop,fhv_change_area,fhv_taxi_change_abs,fhv_taxi_change_rate,drug_change_area,larceny_change_area,robbery_change_area,drug_change_pop,larceny_change_pop,robbery_change_pop,average_rent_2013,average_rent_2017,taxi_change_rate_15,renovation_index,renovation_index_with_rent,business_renewal,rent_increase,count_new_buildings,count_major_renovation,Total_building_permits,Urban_landscape_renewal,new_building_area,new_building_pop,new_building_tbp,major_renovation_area,major_renovation_pop,major_renovation_tbp,log_fhv_taxi_change
97,11201,-7.06E-07,1.65E-06,-1.36E-06,541.67,651.67,92.12,79.12,436.33,762,385,310,107,231.5,177,157,546.75,602.17,203,174,1582,1650,192,136,1187318.101,1851014.925,98889079,100936776,1149587.401,453616.0184,-29,-0.142857143,68,0.042983565,-56,-0.291666667,0.203075673,-0.141120278,0.746384617,-0.194805195,1.163551402,-0.11299435,2.073867386,-0.245093418,6.139967195,-1.41400049,2.347240814,-0.377066797,2.676732038,-0.316341059,7.924830207,-1.825044571,3.029573988,-0.486678552,558.17,2047697,0.020707009,-695971.3825,-0.605409717,663696.8237,0.558988213,53041,41094886.77,0.01615035,0.049828511,-0.016935717,12.51290179,38.60592749,-13.12138501,41828.14972,6972.986203,41192.6804,7927,84975,-34855.16352,-0.833294414,-0.657136244,-0.000848163,-34219.6942,77048,9.719692191,1.45261213,0.00187488,-2.251568923,10.55041488,-7.06E-07,1.65E-06,-1.36E-06,-0.000546747,0.001282027,-0.001055787,2719.166667,2922.666667,-0.830722688,13.13425835,14.11721449,0.589198036,1.074839105,1177,1101,15941,2.81E-05,2.86E-05,0.022190381,0.073834766,2.68E-05,0.020757527,0.069067185,4.148299453
98,11203,-2.41E-06,1.43E-06,-1.63E-06,260.33,325.67,370.25,238,586,883,666,1325,200.5,261,66.5,221,485.08,829,262,116,583,670,261,162,3501.431609,1323054.518,,,3304.074397,6432.635718,-146,-0.557251908,87,0.14922813,-99,-0.379310345,0.250989129,-0.357191087,0.506825939,0.989489489,0.301745636,2.323308271,0.837048424,-1.694209582,3.804765565,8.44222393,0.775044837,1.979246733,1.077420682,-2.180729802,4.897366738,10.86654775,0.997611743,2.547620071,643.04,,,3128.561321,0.946879805,1319553.087,376.8610198,78060,60644835.46,0.021758705,,5.16E-05,16.90434393,,0.040078931,1962389.546,1547837.925,2103972.148,83325,303177,-414551.6212,-0.211248384,-5.310679236,-0.006835728,-556134.2229,219852,2.638487849,2.816448885,0.003625239,-0.395321832,2.902813697,-2.41E-06,1.43E-06,-1.63E-06,-0.001870356,0.001114527,-0.001268255,1802.5,2230.166667,-0.264325848,15.47680883,19.14888387,0.518126888,1.237263061,303,336,2747,3.70E-05,5.00E-06,0.00388163,0.110302148,5.54E-06,0.004304381,0.122315253,1.598536156
99,11204,4.59E-08,-2.30E-08,-1.15E-07,398,490,173.5,150,303,315.67,586,992,138.5,285.5,43.5,93,697.17,540.08,57,59,339,338,63,58,3855.305954,338429.0008,8048611,7839315,3779.200885,1649.965487,2,0.035087719,-1,-0.002949853,-5,-0.079365079,0.231155779,-0.135446686,0.041815182,0.692832765,1.061371841,1.137931034,1.189337332,-0.303798123,0.163792435,5.248597358,1.900354216,0.639915195,2.112262887,-0.539545411,0.290895335,9.321507958,3.375028744,1.136489271,452.28,-209296,-0.02600399,-2129.235398,-0.563408896,334573.6949,86.78265718,77354,43555184.61,0.007681604,-0.004805306,-4.89E-05,4.325228106,-2.705690721,-0.02752586,16011.54965,30278.51848,30813.93859,693592,1292776,14266.96882,0.89104235,0.184437377,0.000327561,-535.420115,599184,0.863885397,7.745998914,0.013756893,-1119.091314,0.881261303,4.59E-08,-2.30E-08,-1.15E-07,2.59E-05,-1.29E-05,-6.46E-05,1702.583333,2238.75,-0.017375906,26.49933486,34.84433611,0.521126761,1.314913612,839,944,5313,6.28E-05,1.93E-05,0.010846239,0.157914549,2.17E-05,0.012203635,0.177677395,0.640191871
100,11205,-8.59E-08,-6.32E-06,-3.57E-06,243,356.67,112.5,96.12,457.67,1130,404,463.5,101,213.5,53,112.5,752.25,260.25,132,130,584,437,160,77,140484.2784,551979.052,6451924,7158907,134184.3267,66212.29746,-2,-0.015151515,-147,-0.251712329,-83,-0.51875,0.467777778,-0.1456,1.469027902,0.147277228,1.113861386,1.122641509,2.764012158,-0.398297872,16.34844985,1.446808511,2.73556231,1.446808511,4.884799196,-0.703906139,28.89238184,2.55692401,4.834520186,2.55692401,423.48,706983,0.109577081,-67972.02921,-0.506557143,411494.7735,2.929116184,41125,23270147.95,0.017683376,0.030381543,-0.002920997,10.00595194,17.19107599,-1.6528153,4229.828391,6335.000831,5313.820587,43684,332094,2105.172441,0.497696891,0.051189603,9.05E-05,1021.180245,288410,6.602188444,7.013009119,0.012393991,282.4281037,6.410014051,-8.59E-08,-6.32E-06,-3.57E-06,-4.86E-05,-0.003574468,-0.002018237,2432.416667,2764.666667,0.192174393,43.35471273,49.27664359,0.583586626,1.136592552,1568,770,6524,9.92E-05,6.74E-05,0.03812766,0.240343348,3.31E-05,0.018723404,0.118025751,1.852657298
101,11206,-4.13E-06,3.88E-06,-2.26E-06,317.67,464.33,190.12,305.75,970.33,1670.67,494,571,130,323,65,101,578.92,659.67,610,442,984,1142,327,235,151100.0428,2789122.49,21870976,23447776,145180.6164,39110.49949,-168,-0.275409836,158,0.160569106,-92,-0.281345566,0.461674064,0.608194824,0.721754455,0.155870445,1.484615385,0.553846154,1.75483099,1.383547712,8.379778642,0.921328148,2.309303021,0.430750823,3.603375972,2.840981615,17.2070662,1.891858379,4.741930742,0.884505216,652.41,1576800,0.072095548,-106070.1169,-0.73060798,2638022.447,17.45878028,83575,40700720.97,0.064815128,0.038741328,-0.002606099,31.56473165,18.86688603,-1.269160836,383552.907,301174.052,448944.7128,63894,250805,-82378.85502,-0.214778336,-0.985687766,-0.002024015,-147770.6608,186911,2.925329452,2.236446306,0.004592327,-1.264872195,3.254480585,-4.13E-06,3.88E-06,-2.26E-06,-0.002010171,0.001890517,-0.001100808,2240,2626.916667,-0.329151133,37.12842597,43.5416433,0.649805447,1.172730655,2182,810,8208,7.80E-05,5.36E-05,0.026108286,0.265838207,1.99E-05,0.009691894,0.098684211,1.766661687
102,11207,-8.08E-06,2.51E-06,-1.68E-06,547.67,777.67,477.12,364.12,776.33,1321.67,734.5,1229,248.5,461.5,67.5,209.5,498.42,137.83,867,269,892,1078,523,399,4391.075852,1820225.122,14696641,14592166,4027.964381,12839.25847,-598,-0.689734717,186,0.208520179,-124,-0.23709369,0.419960925,-0.236837693,0.702459006,0.673247107,0.857142857,2.103703704,2.458420625,-1.207832742,5.82902219,5.285604344,2.276711275,1.517807516,3.109525861,-1.527723575,7.372821013,6.685480601,2.879691341,1.919794227,404.56,-104475,-0.007108767,8811.294085,2.187530289,1815834.046,413.5282804,93556,73966260.54,0.024549491,-0.001412468,0.000119126,19.40906031,-1.116710847,0.094182031,351079.9583,127227.49,367053.318,1218335,2661895,-223852.4683,-0.637611071,-2.392710978,-0.003026413,-239825.8279,1443560,1.184862948,15.42990295,0.019516466,-6.01920157,1.838244395,-8.08E-06,2.51E-06,-1.68E-06,-0.006391894,0.001988114,-0.001325409,1761.916667,2244.333333,-0.653381447,19.63498322,25.0110849,0.616515837,1.273802204,1297,476,6473,4.35E-05,1.75E-05,0.013863355,0.200370771,6.44E-06,0.005087862,0.073536227,1.841083476
103,11208,-8.06E-06,4.70E-06,-1.42E-06,436.67,519.33,400,336.75,800,1254.33,643.5,1496,166.5,240.5,54.5,250.5,608.83,804.5,867,228,676,1049,412,299,2943.723897,1591041.934,10547931,10673342,2452.265744,2632.884117,-639,-0.737024221,373,0.551775148,-113,-0.274271845,0.189296265,-0.158125,0.5679125,1.324786325,0.444444444,3.596330275,0.875542845,-0.669950217,4.812308018,9.029763796,0.783815274,2.076051266,1.042322318,-0.79756698,5.728989822,10.74981582,0.933121843,2.471511908,605.37,125411,0.01188963,180.6183732,0.073653671,1588098.21,539.4861289,94410,79303684.26,0.020025529,0.001581402,2.28E-06,16.82129234,1.328365639,0.001913128,21545.10386,38221.1221,37200.13476,812158,1782004,16676.01823,0.774005005,0.176634024,0.00021028,1020.987334,969846,1.194159265,10.27270416,0.01222952,949.9099236,1.166713468,-8.06E-06,4.70E-06,-1.42E-06,-0.006768351,0.003950853,-0.001196907,1794.333333,2227.833333,0.027445797,17.09375706,21.22350461,0.661290323,1.241593907,741,273,4405,3.53E-05,9.34E-06,0.007848745,0.168217934,3.44E-06,0.002891643,0.061975028,0.758723037
104,11209,3.30E-06,-1.97E-06,-5.19E-08,339.33,490,165.75,216.5,364.67,746.33,460,861,175,274.5,54,151.5,418.25,586.25,88,279,679,565,52,49,6472.549359,1976990.795,12913327,12746203,6239.719446,5280.632788,191,2.170454545,-114,-0.167893962,-3,-0.057692308,0.444022043,0.306184012,1.046590068,0.87173913,0.568571429,1.805555556,2.17558299,0.732799076,5.510937838,5.790195654,1.43671937,1.407840589,2.604840465,0.877385369,6.598283745,6.932641047,1.720193975,1.685617212,448.5,-167124,-0.012941978,-959.0866587,-0.153706696,1970518.246,304.4423668,69255,57842313.96,0.034067072,-0.002889303,-1.66E-05,28.45308275,-2.413168724,-0.013848627,12991.86181,11375.93393,22142.24939,805116,1579666,-1615.927877,-0.124380008,-0.023333014,-2.79E-05,-10766.31545,774550,0.962035284,11.18403003,0.013390716,-71.94197526,1.448269328,3.30E-06,-1.97E-06,-5.19E-08,0.002757924,-0.001646091,-4.33E-05,1843.5,2280.5,-0.486234044,9.851034233,12.18621295,0.51459854,1.237049091,283,432,4911,2.29E-05,4.89E-06,0.004086348,0.057625738,7.47E-06,0.006237817,0.087965791,1.3399698
105,11210,1.46E-07,-9.81E-07,-1.71E-06,217,274.33,228.5,146.62,371,504,463.5,925.5,134.5,254.5,73,125,258.75,608,107,114,656,609,165,83,3605.131622,417861.6509,20456448,17377872,3332.959258,3843.725907,7,0.065420561,-47,-0.071646341,-82,-0.496969697,0.264193548,-0.35833698,0.358490566,0.996763754,0.892193309,0.712328767,0.854816825,-1.220868684,1.983091535,6.888633754,1.789255521,0.775344059,1.197192818,-1.709857805,2.777370396,9.647707691,2.505898101,1.085889177,392.04,-3078576,-0.150494162,510.7666483,0.153247192,414256.5193,114.9074605,67067,47887022.99,0.008650705,-0.064288315,1.07E-05,6.176756368,-45.90299253,0.007615767,14683.62982,14948.79536,18129.99123,773109,1962042,265.1655461,0.018058583,0.003953741,5.54E-06,-3181.195868,1188933,1.537859474,17.72754112,0.024827875,-373.7377544,1.713325409,1.46E-07,-9.81E-07,-1.71E-06,0.000104373,-0.000700792,-0.001222658,1730.666667,2298.5,-0.175465935,22.42477672,29.7823667,0.538899431,1.328100924,372,728,3820,4.86E-05,7.77E-06,0.005546692,0.097382199,1.52E-05,0.010854817,0.190575916,1.124257821
106,11211,-4.45E-07,-4.45E-07,-1.70E-06,288.67,451,206,159.25,786.67,1620,377,536,144,254,118.5,122,733.08,634.08,133,115,618,600,166,97,1016284.396,1383905.028,35129981,37092821,974461.4365,172218.8639,-18,-0.135338346,-18,-0.029126214,-69,-0.415662651,0.562337617,-0.226941748,1.059313308,0.421750663,0.763888889,0.029535865,2.667225317,-0.768143803,13.69234814,2.612510475,1.807397184,0.057508092,4.011031964,-1.155151508,20.59085361,3.928750584,2.718003549,0.086481931,584.5,1962840,0.055873643,-802242.5727,-0.823267646,367620.6318,0.361730076,60861,40470881.67,0.009083583,0.048500055,-0.019822711,6.04033177,32.25119535,-13.18155424,20860.49933,15697.65094,31379.62379,56533,402164,-5162.848392,-0.247493999,-0.08483016,-0.000127569,-15681.97285,345631,6.113791945,5.679022691,0.008540239,-22.0400203,6.613542131,-4.45E-07,-4.45E-07,-1.70E-06,-0.000295756,-0.000295756,-0.001133731,2580.416667,2957.333333,-0.499750187,30.91399365,35.42954325,0.623467601,1.146068141,1731,1283,9555,6.38E-05,4.28E-05,0.028441859,0.181161695,3.17E-05,0.021080824,0.134275249,2.654683106
107,11212,-1.72E-06,-5.96E-07,-9.77E-07,386,416,367.62,335.12,806.67,925.33,474.5,945.5,159,248.5,32.5,85.5,425.25,696.33,415,343,802,777,348,307,1995.479543,322256.1784,6759713,4812136,1789.092916,1829.578848,-72,-0.173493976,-25,-0.03117207,-41,-0.117816092,0.077720207,-0.088406507,0.147098566,0.992623815,0.562893082,1.630769231,0.357713495,-0.387522953,1.414876112,5.616101877,1.067178594,0.631960508,0.71476045,-0.774323821,2.827115834,11.22173907,2.132368676,1.262743462,551.48,-1947577,-0.288115339,40.48593125,0.022629306,320260.6988,160.4931005,83866,41972104.07,0.007630323,-0.0464017,9.65E-07,3.818719133,-23.22248587,0.000482745,1457191.3,526573.0283,1323951.374,187929,857332,-930618.2721,-0.638638367,-11.0964905,-0.022172305,-797378.3454,669403,3.561999479,7.981816231,0.01594876,-0.839504865,4.164271104,-1.72E-06,-5.96E-07,-9.77E-07,-0.000858512,-0.000298095,-0.000488875,1718.166667,2186.25,-0.602271625,15.18282527,19.31911053,0.787128713,1.272431856,180,262,3537,2.32E-05,4.29E-06,0.002146281,0.050890585,6.24E-06,0.003124031,0.074074074,2.439746991
108,11213,-1.08E-05,-1.32E-06,-3.34E-06,274.67,368.33,414.12,300.38,738,1393.33,414,572,199.5,280,32,91.5,578.67,661.33,591,272,632,593,257,158,9068.068635,496027.8638,28539126,30400297,8465.032711,12484.36724,-319,-0.539763113,-39,-0.061708861,-99,-0.385214008,0.340991007,-0.274654689,0.88798103,0.381642512,0.403508772,1.859375,1.500336398,-1.821997245,10.49770929,2.5309967,1.2895268,0.953128504,3.160878336,-3.838546892,22.11636131,5.332252585,2.716748943,2.008031828,653.06,1861171,0.065214716,4019.33453,0.474816184,486959.7952,53.70049729,62426,29631004.44,0.016434131,0.062811607,0.000135646,7.800592624,29.81403582,0.064385585,13928.03835,15408.17838,29062.53898,49532,306848,1480.140033,0.106270531,0.023710314,5.00E-05,-13654.36059,257316,5.194944682,4.121936373,0.008684012,-18.84496885,5.664771513,-1.08E-05,-1.32E-06,-3.34E-06,-0.00511005,-0.00062474,-0.001585878,1822.166667,2349.083333,-0.469826831,31.53354993,40.65211922,0.708695652,1.289170402,499,581,4459,5.48E-05,1.68E-05,0.007993464,0.1119085,1.96E-05,0.00930702,0.130298273,2.458285178
109,11214,6.55E-08,1.90E-06,-8.02E-07,470,488.33,186,174.12,254.33,453.33,661,1238,143,172.5,48,153,556.5,415.08,159,163,577,693,135,86,2681.019779,408970.1872,9291814,9988303,2577.826466,1752.778652,4,0.025157233,116,0.201039861,-49,-0.362962963,0.039,-0.063870968,0.782448001,0.872919818,0.206293706,2.1875,0.205813993,-0.13339172,2.234423597,6.478705606,0.331233649,1.178967225,0.300016993,-0.194446365,3.25714029,9.444070086,0.482842405,1.71859161,522.52,696489,0.074957269,-825.0478134,-0.320055607,406289.1674,151.5427714,89061,61096539.39,0.006649954,0.011399811,-1.35E-05,4.561920115,7.82035908,-0.009263851,57226.02252,80237.8638,92631.78787,52780,415790,23011.84128,0.402121976,0.25838292,0.000376647,-12393.92407,363010,6.877794619,4.075970402,0.00594158,-29.28935162,7.011592361,6.55E-08,1.90E-06,-8.02E-07,4.49E-05,0.001302478,-0.000550185,1687.916667,2212.833333,-0.133797742,16.56507323,21.71656157,0.563148789,1.310984942,659,446,4806,3.82E-05,1.08E-05,0.007399423,0.137120266,7.30E-06,0.005007804,0.092800666,2.207684838
110,11215,4.84E-08,3.23E-08,-8.40E-07,571,599,159.25,147.75,363,628.33,470,539,196,382,127.5,156,584.58,496.33,47,50,523,525,104,52,248192.6763,2518530.872,23368531,22459534,239442.5283,124426.8455,3,0.063829787,2,0.003824092,-52,-0.5,0.049036778,-0.072213501,0.730936639,0.146808511,0.948979592,0.223529412,0.442533822,-0.181754963,4.193482109,1.090529776,2.939688962,0.450436212,0.452175776,-0.185715051,4.284849955,1.114290306,3.003739086,0.460250344,484.13,-908997,-0.038898337,-115015.6828,-0.480347763,2270338.196,9.147482631,63272,61922821.75,0.036663998,-0.014679515,-0.001857404,35.88219427,-14.36649703,-1.81779749,5349.888375,7025.187178,6163.109075,51083,401945,1675.298803,0.313146497,0.026477728,2.71E-05,862.0781026,350862,6.868468962,5.545296498,0.005666118,406.9956063,6.728591817,4.84E-08,3.23E-08,-8.40E-07,4.74E-05,3.16E-05,-0.000821849,2508.916667,2721.833333,0.139877145,11.65921817,12.64866588,0.469798658,1.084863985,751,1414,11086,2.91E-05,1.21E-05,0.011869389,0.067743099,2.28E-05,0.022347958,0.127548259,1.931943013
111,11216,-1.13E-06,-3.97E-06,-2.79E-06,322.67,348.67,385.38,259.62,928.67,1601.67,372.5,401.5,214.5,469,54,86,443.33,710.67,287,257,710,605,241,167,57342.77104,344763.3484,14943082,16013682,53540.74241,20026.88965,-30,-0.104529617,-105,-0.147887324,-74,-0.307053942,0.08057768,-0.326327261,0.724692302,0.077852349,1.186480186,0.592592593,0.482715087,-2.334855742,12.49489436,0.538412981,4.72503806,0.594110876,0.981938775,-4.74956232,25.41710752,1.095239403,9.61166993,1.20854003,613.33,1070600,0.071645193,-33513.85276,-0.625950468,287420.5773,5.01232452,53862,26478229.26,0.010854977,0.040433217,-0.001265714,5.336240343,19.87672199,-0.622217013,585361.6091,492300.8721,663511.1896,857586,2026230,-93060.73692,-0.158979912,-1.727762373,-0.003514613,-171210.3175,1168644,1.362713477,21.69700345,0.044136033,-6.825780228,1.620750297,-1.13E-06,-3.97E-06,-2.79E-06,-0.000556979,-0.001949426,-0.001373881,1992.5,2479.5,-0.25803682,45.86232693,57.07183921,0.758754864,1.244416562,1095,1308,7726,7.42E-05,4.14E-05,0.020329732,0.141729226,4.94E-05,0.024284282,0.169298473,1.158266397
112,11217,1.11E-06,-9.01E-06,-1.71E-06,354.33,386.33,85.75,88.5,425,1087,352,394,141,298.5,95.5,115.5,624.67,590.33,93,117,1107,912,114,77,466543.6387,545953.9787,72372348,74405123,450093.3347,134456.084,24,0.258064516,-195,-0.176151762,-37,-0.324561404,0.090311292,0.032069971,1.557647059,0.119318182,1.117021277,0.209424084,0.87395876,0.075105831,18.08002185,1.147070873,4.301515772,0.546224225,1.478185825,0.127031594,30.57996926,1.940118896,7.275445859,0.923866141,575.98,2032775,0.02808773,-315637.2507,-0.701270662,79410.33995,0.170209887,36615,21648157.8,0.003668226,0.0939006,-0.014580328,2.16879257,55.51754745,-8.620435634,272359.9862,109087.3484,400352.6764,31460,235676,-163272.6379,-0.59947366,-4.459173504,-0.007542103,-291265.328,204216,6.491290528,5.577386317,0.009433412,-0.701133916,7.218812398,1.11E-06,-9.01E-06,-1.71E-06,0.000655469,-0.005325686,-0.001010515,2616.75,2824.916667,-0.727521871,31.01601617,33.48339009,0.649122807,1.079551607,857,998,8344,5.88E-05,3.96E-05,0.023405708,0.102708533,4.61E-05,0.027256589,0.119606903,3.31393801
113,11218,2.71E-07,-4.07E-07,-1.30E-06,292,367,223.88,184.88,513.33,695.67,615,988,159.5,247.5,71.5,180.5,677.92,578.92,41,51,364,349,89,41,22654.62612,309654.9544,12924910,12339762,22030.30658,9749.908672,10,0.243902439,-15,-0.041208791,-48,-0.539325843,0.256849315,-0.174200465,0.355210099,0.606504065,0.551724138,1.524475524,1.037631433,-0.539568345,2.522689541,5.160486995,1.217487548,1.50802435,2.034240389,-1.057805002,4.945645234,10.11695553,2.386842056,2.956429365,468.39,-585148,-0.045272888,-12280.39791,-0.557432002,287000.3283,12.66850871,72280,36868798.99,0.007784369,-0.015871089,-0.000333084,3.97067416,-8.095572773,-0.169900358,892854.7289,502940.9787,974989.5446,2463,43013,-389913.7502,-0.436704581,-5.39449018,-0.010575711,-472048.5659,40550,16.4636622,0.561012728,0.001099846,-0.085902178,16.94781977,2.71E-07,-4.07E-07,-1.30E-06,0.000138351,-0.000207526,-0.000664084,1918.916667,2291.916667,-0.484157567,21.52661501,25.71096941,0.465940054,1.19438051,622,676,4627,5.73E-05,1.69E-05,0.008605423,0.134428355,1.83E-05,0.009352518,0.146098984,3.522076199
114,11219,1.71E-06,-3.31E-06,-7.86E-07,396.67,519,167.5,163.38,172,336,666,879.5,137,223.5,36.5,102.5,556.25,626.58,84,156,466,327,73,40,2463.545425,338972.9936,12601545,9891091,2215.881474,1785.604542,72,0.857142857,-139,-0.298283262,-33,-0.452054795,0.308392366,-0.024597015,0.953488372,0.320570571,0.631386861,1.808219178,1.321614935,-0.044511187,1.77180454,2.306587007,0.934518858,0.71304329,2.912429153,-0.098088843,3.904507325,5.083001913,2.059389534,1.571326118,510.13,-2710454,-0.215089023,-430.2769315,-0.194178676,336509.4482,136.595593,92561,42002738.47,0.008011607,-0.064530412,-1.02E-05,3.635542488,-29.28289452,-0.004648577,49890.32034,24807.95441,52364.88019,92375,284847,-25082.36593,-0.502750148,-0.270982011,-0.00059716,-27556.92578,192472,2.083594046,2.079407094,0.004582368,-6.984523657,2.609842281,1.71E-06,-3.31E-06,-7.86E-07,0.000777865,-0.001501712,-0.000356522,1761.5,2294.166667,-0.526248235,33.42952547,43.53840648,0.506293706,1.302393793,1516,1316,6618,8.37E-05,3.61E-05,0.016378388,0.229072227,3.13E-05,0.014217651,0.198851617,1.873167612
115,11220,1.16E-06,-1.26E-07,-7.59E-07,481.67,508.67,257.5,290.12,378.67,799,683.5,965.5,92.5,188.5,39.5,102,534.33,534.25,342,397,641,635,174,138,7287.087856,123838.8586,18854276,18409477,7007.820952,6759.655905,55,0.160818713,-6,-0.009360374,-36,-0.206896552,0.056054975,0.126679612,1.110016637,0.412582297,1.037837838,1.582278481,0.277614979,0.335400023,4.321848299,2.899534224,0.98707548,0.642627266,0.568974626,0.68740564,8.857670531,5.942623867,2.023020891,1.317070892,430.91,-444799,-0.023591412,-248.1650473,-0.035412584,116551.7708,15.99428648,97257,47453785.79,0.002456111,-0.009373309,-5.23E-06,1.198389532,-4.573439444,-0.002551642,6922.080211,6930.993617,8135.193964,32759,332042,8.913406492,0.001287677,9.16E-05,1.88E-07,-1204.200346,299283,9.135901584,3.077238656,0.006306831,-248.5325643,9.283925141,1.16E-06,-1.26E-07,-7.59E-07,0.000565512,-6.17E-05,-0.000370153,1821.833333,2276.583333,-0.148023557,25.42078271,31.76609472,0.632206759,1.249611198,368,1900,8188,4.35E-05,7.75E-06,0.003783789,0.04494382,4.00E-05,0.019535869,0.232046898,2.476280135
116,11221,-6.51E-06,1.30E-07,-4.43E-06,399.67,469.67,491.75,316.88,866,1875.67,587,965.5,384.5,481,45,138,671.42,758.92,359,108,713,718,345,174,38337.24083,102067.9911,3961093,4827273,36404.94604,22171.72092,-251,-0.699164345,5,0.007012623,-171,-0.495652174,0.175144494,-0.355607524,1.165900693,0.644804089,0.250975293,2.066666667,0.872469837,-2.179554293,12.5843803,4.71756905,1.20276199,1.159138498,1.814389018,-4.532602965,26.17048799,9.810660617,2.50126486,2.410545409,754.13,866180,0.218671968,-14233.22512,-0.390969543,63730.75029,1.662371859,80232,38580480.43,0.001651891,0.02245125,-0.000368923,0.794330819,10.79594177,-0.177400852,16493.53194,20728.85861,20177.79277,12703,103110,4235.326667,0.256787126,0.052788497,0.000109779,551.0658371,90407,7.116980241,1.126819723,0.002343335,164.0584371,7.08966973,-6.51E-06,1.30E-07,-4.43E-06,-0.003128428,6.23E-05,-0.002131319,1954.75,2471.583333,0.027310511,48.14588605,60.87559511,0.812191104,1.264398687,2418,1454,10516,7.78E-05,6.27E-05,0.030137601,0.229935337,3.77E-05,0.018122445,0.1382655,2.06701396
117,11222,5.84E-07,1.10E-06,-3.50E-07,329.67,393.33,138.88,108.38,365.67,693,279,449.5,99.5,192,66,112,792,515.5,32,57,369,416,51,36,280663.5592,850497.7931,7805135,8679036,262816.2757,86447.91023,25,0.78125,47,0.127371274,-15,-0.294117647,0.193102193,-0.219614055,0.895151366,0.611111111,0.929648241,0.696969697,1.75299463,-0.839873331,9.013630731,4.695029602,2.547156822,1.266694203,1.486504708,-0.712195941,7.643380238,3.981292062,2.159938509,1.074131583,567.26,873901,0.11196488,-176368.3655,-0.671070941,569834.2339,2.030310724,36315,42825293.24,0.013306021,0.020406188,-0.004118322,15.69142872,24.06446372,-4.856625787,137957.0754,76933.99112,164079.845,1617,25134,-61023.08426,-0.44233385,-1.680382329,-0.001424931,-87145.85392,23517,14.54359926,0.647583643,0.000549138,-0.269857933,15.07471784,5.84E-07,1.10E-06,-3.50E-07,0.000688421,0.001294231,-0.000413052,2475.166667,2833.583333,-0.531118578,22.11375094,25.31593405,0.513011152,1.144805064,1259,864,7526,5.59E-05,2.94E-05,0.03466887,0.167286739,2.02E-05,0.023791822,0.11480202,3.501054304
118,11223,5.11E-08,3.92E-07,-8.01E-07,278.33,516,147.62,153.38,275.67,426,528.5,956,153.5,230,56,128,433.58,444.83,135,138,408,431,112,65,2446.008212,158444.9276,8607260,7372020,2313.146822,2009.811564,3,0.022222222,23,0.056372549,-47,-0.419642857,0.853914418,0.039019103,0.545325933,0.808893094,0.498371336,1.285714286,2.975934088,0.072122608,1.882324952,5.352849845,0.957878393,0.901532605,4.048691036,0.098121178,2.560860535,7.282431176,1.303171895,1.226514724,428.78,-1235240,-0.143511408,-303.3352575,-0.131135324,155998.9193,63.77694014,79864,58702923.47,0.00265743,-0.021042223,-5.17E-06,1.953307114,-15.46679355,-0.003798148,623225.9996,327834.7931,594706.7993,74517,522663,-295391.2065,-0.473971251,-3.698677833,-0.005031968,-266872.0062,448146,6.014010226,5.611364319,0.007634134,-1.679254435,6.462755736,5.11E-08,3.92E-07,-8.01E-07,3.76E-05,0.00028799,-0.0005885,1736.166667,2248,-0.44874551,25.30837263,32.76944706,0.566704675,1.294806566,726,1043,5170,5.38E-05,1.24E-05,0.009090454,0.140425532,1.78E-05,0.013059701,0.201740812,2.543468317
